type,legacyId,track,challenge_duration,createdBy,updatedBy,day_of_year,challenge_prize,numOfSubmissions
1,30053259,Data Science,0,medium_freq_createdBy,medium_freq_updatedBy,70,6000.0,1
1,30026434,Data Science,5,medium_freq_createdBy,low_freq_updatedBy,81,7500.0,0
1,30031038,Data Science,9,low_freq_createdBy,medium_freq_updatedBy,299,7500.0,1
1,30026040,Data Science,16,low_freq_createdBy,medium_freq_updatedBy,62,300.0,0
1,30026433,Data Science,5,medium_freq_createdBy,low_freq_updatedBy,81,7500.0,0
1,30042292,Data Science,37,low_freq_createdBy,medium_freq_updatedBy,119,15000.0,1
1,30048348,Data Science,10,medium_freq_createdBy,low_freq_updatedBy,7,8500.0,0
1,30034400,Data Science,11,low_freq_createdBy,medium_freq_updatedBy,155,15000.0,1
1,30033953,Data Science,7,low_freq_createdBy,high_freq_updatedBy,121,13000.01,1
1,30030842,Data Science,2,medium_freq_createdBy,high_freq_updatedBy,289,0.0,1
1,30034034,Data Science,6,medium_freq_createdBy,high_freq_updatedBy,129,10000.0,1
1,30047265,Data Science,0,low_freq_createdBy,medium_freq_updatedBy,319,7500.0,1
1,30053260,Data Science,14,medium_freq_createdBy,medium_freq_updatedBy,70,15000.0,1
1,30036106,Data Science,2,low_freq_createdBy,medium_freq_updatedBy,298,10000.0,1
1,30053242,Data Science,0,medium_freq_createdBy,medium_freq_updatedBy,69,18000.0,1
1,30035960,Data Science,21,medium_freq_createdBy,high_freq_updatedBy,281,14000.0,1
1,30035836,Data Science,7,medium_freq_createdBy,medium_freq_updatedBy,269,0.0,1
1,30036176,Data Science,7,medium_freq_createdBy,medium_freq_updatedBy,310,0.0,1
1,30039594,Data Science,7,low_freq_createdBy,medium_freq_updatedBy,49,10000.0,1
1,30033865,Data Science,4,medium_freq_createdBy,high_freq_updatedBy,114,10000.0,1
1,30026234,Data Science,3,medium_freq_createdBy,medium_freq_updatedBy,74,0.0,0
1,30034479,Data Science,3,medium_freq_createdBy,high_freq_updatedBy,162,6000.0,1
1,30026233,Data Science,3,medium_freq_createdBy,medium_freq_updatedBy,74,0.0,0
1,30026235,Data Science,3,medium_freq_createdBy,medium_freq_updatedBy,74,0.0,0
1,30045704,Data Science,1,low_freq_createdBy,medium_freq_updatedBy,252,3000.0,0
1,30026431,Data Science,5,medium_freq_createdBy,medium_freq_updatedBy,81,7500.0,0
1,30032577,Data Science,10,medium_freq_createdBy,medium_freq_updatedBy,39,0.0,1
1,30026232,Data Science,368,medium_freq_createdBy,medium_freq_updatedBy,74,0.0,0
1,30028223,Data Science,5,medium_freq_createdBy,medium_freq_updatedBy,171,1500.0,0
1,30040820,Data Science,2,medium_freq_createdBy,medium_freq_updatedBy,52,20000.0,1
1,30053261,Data Science,0,medium_freq_createdBy,medium_freq_updatedBy,70,17000.0,1
1,30047159,Data Science,0,low_freq_createdBy,medium_freq_updatedBy,315,7500.0,1
1,30030167,Data Science,8,medium_freq_createdBy,medium_freq_updatedBy,259,1500.0,1
1,30026432,Data Science,5,medium_freq_createdBy,low_freq_updatedBy,81,7500.0,0
1,30028312,Data Science,9,medium_freq_createdBy,low_freq_updatedBy,178,1.5,1
1,30103468,Development,9,medium_freq_createdBy,high_freq_updatedBy,270,900.0,1
1,30103574,Development,8,high_freq_createdBy,high_freq_updatedBy,271,1500.0,1
1,30103576,Development,8,high_freq_createdBy,high_freq_updatedBy,271,900.0,1
1,30095463,Development,4,medium_freq_createdBy,high_freq_updatedBy,190,750.0,1
1,30102263,Design,22,medium_freq_createdBy,high_freq_updatedBy,255,2000.0,1
0,30103770,Development,4,medium_freq_createdBy,high_freq_updatedBy,274,400.0,1
1,30103590,Development,6,high_freq_createdBy,high_freq_updatedBy,272,1200.0,1
1,30102274,Design,21,medium_freq_createdBy,high_freq_updatedBy,256,2000.0,1
1,30103353,Development,8,high_freq_createdBy,high_freq_updatedBy,268,900.0,1
1,30103178,Development,10,high_freq_createdBy,medium_freq_updatedBy,266,1800.0,1
1,30103394,Development,7,medium_freq_createdBy,high_freq_updatedBy,269,300.0,1
1,30103414,Design,6,medium_freq_createdBy,high_freq_updatedBy,269,5750.0,1
0,30099295,Design,49,medium_freq_createdBy,high_freq_updatedBy,226,800.0,1
1,30100244,Development,4,high_freq_createdBy,medium_freq_updatedBy,237,750.0,1
1,30103464,Development,6,medium_freq_createdBy,high_freq_updatedBy,270,600.0,1
0,30103818,Development,10,high_freq_createdBy,high_freq_updatedBy,275,60.0,1
0,30103753,Development,2,medium_freq_createdBy,high_freq_updatedBy,274,70.0,1
1,30102919,Development,13,high_freq_createdBy,high_freq_updatedBy,262,625.0,1
0,30103817,Development,0,high_freq_createdBy,high_freq_updatedBy,275,60.0,1
0,30103819,Development,9,high_freq_createdBy,high_freq_updatedBy,275,100.0,1
1,30103311,Development,6,high_freq_createdBy,high_freq_updatedBy,268,1050.0,1
1,30103090,Development,9,medium_freq_createdBy,high_freq_updatedBy,264,2100.0,1
1,30085346,Data Science,46,medium_freq_createdBy,high_freq_updatedBy,64,100000.0,1
1,30076905,Data Science,47,medium_freq_createdBy,high_freq_updatedBy,346,23000.0,1
1,30086139,Data Science,20,medium_freq_createdBy,high_freq_updatedBy,71,11500.0,1
1,30096444,Data Science,37,medium_freq_createdBy,high_freq_updatedBy,203,8000.0,1
1,30092166,Data Science,43,medium_freq_createdBy,high_freq_updatedBy,151,0.0,1
1,30091712,Data Science,31,medium_freq_createdBy,high_freq_updatedBy,146,0.0,1
1,30089301,Data Science,48,medium_freq_createdBy,high_freq_updatedBy,119,16000.0,1
1,30089234,Data Science,36,medium_freq_createdBy,high_freq_updatedBy,117,6500.0,1
1,30089008,Data Science,9,medium_freq_createdBy,high_freq_updatedBy,114,0.0,1
1,30088735,Data Science,46,medium_freq_createdBy,high_freq_updatedBy,108,27500.0,1
1,30088355,Data Science,90,medium_freq_createdBy,high_freq_updatedBy,100,50000.0,1
1,30087723,Data Science,53,medium_freq_createdBy,high_freq_updatedBy,88,23000.0,1
1,30087004,Data Science,60,medium_freq_createdBy,high_freq_updatedBy,81,20000.0,1
1,30086998,Data Science,59,medium_freq_createdBy,high_freq_updatedBy,81,33000.0,1
1,30086997,Data Science,59,medium_freq_createdBy,high_freq_updatedBy,81,33000.0,1
1,30095821,Data Science,49,medium_freq_createdBy,high_freq_updatedBy,197,20000.0,1
1,30095823,Data Science,49,medium_freq_createdBy,high_freq_updatedBy,197,20000.0,1
1,30095824,Data Science,49,medium_freq_createdBy,high_freq_updatedBy,197,20000.0,1
1,30095825,Data Science,49,medium_freq_createdBy,high_freq_updatedBy,197,20000.0,1
1,30102819,Development,7,medium_freq_createdBy,high_freq_updatedBy,260,3740.45,1
1,30092483,Data Science,61,medium_freq_createdBy,high_freq_updatedBy,155,0.0,1
1,30101930,Data Science,9,medium_freq_createdBy,high_freq_updatedBy,253,0.0,1
1,30103383,Development,4,high_freq_createdBy,high_freq_updatedBy,269,900.0,1
1,30098928,Data Science,27,low_freq_createdBy,medium_freq_updatedBy,221,17000.0,1
0,30103371,Development,40,low_freq_createdBy,high_freq_updatedBy,269,0.0,1
0,30103497,Development,36,low_freq_createdBy,high_freq_updatedBy,270,0.0,1
1,30102998,Development,8,medium_freq_createdBy,medium_freq_updatedBy,262,1800.0,1
0,30103426,Development,10,high_freq_createdBy,medium_freq_updatedBy,270,80.0,1
1,30102713,Development,11,medium_freq_createdBy,high_freq_updatedBy,260,2700.0,1
1,30102972,Development,8,medium_freq_createdBy,high_freq_updatedBy,262,2100.0,1
1,30103177,Development,4,high_freq_createdBy,high_freq_updatedBy,266,600.0,1
1,30103002,Development,9,high_freq_createdBy,high_freq_updatedBy,262,1200.0,1
1,30102905,Design,9,medium_freq_createdBy,medium_freq_updatedBy,261,75.0,1
1,30102857,Development,10,low_freq_createdBy,high_freq_updatedBy,261,1050.0,1
1,30103009,Development,8,high_freq_createdBy,high_freq_updatedBy,263,1800.0,1
0,30103274,Development,3,medium_freq_createdBy,high_freq_updatedBy,268,100.0,1
1,30103003,Development,8,high_freq_createdBy,high_freq_updatedBy,262,1200.0,1
1,30102635,Development,9,medium_freq_createdBy,high_freq_updatedBy,259,900.0,1
0,30103191,Development,10,medium_freq_createdBy,high_freq_updatedBy,267,150.0,1
1,30103025,Development,6,high_freq_createdBy,medium_freq_updatedBy,263,1500.0,1
1,30100114,Design,32,medium_freq_createdBy,high_freq_updatedBy,234,1550.0,1
1,30101502,Design,21,medium_freq_createdBy,high_freq_updatedBy,248,1550.0,1
0,30101492,Development,25,low_freq_createdBy,high_freq_updatedBy,248,29.0,1
0,30101466,Development,25,low_freq_createdBy,high_freq_updatedBy,248,38.67,1
0,30103276,Development,2,medium_freq_createdBy,high_freq_updatedBy,268,50.0,1
0,30103275,Development,11,medium_freq_createdBy,high_freq_updatedBy,268,70.0,1
1,30100273,Design,31,medium_freq_createdBy,high_freq_updatedBy,237,1550.0,1
1,30099707,Data Science,25,medium_freq_createdBy,high_freq_updatedBy,231,8000.0,1
1,30102818,Development,6,medium_freq_createdBy,high_freq_updatedBy,260,1875.5,1
1,30095641,Data Science,20,medium_freq_createdBy,medium_freq_updatedBy,193,5050.0,1
1,30102897,Development,7,high_freq_createdBy,high_freq_updatedBy,261,1500.0,1
1,30101505,Design,18,medium_freq_createdBy,high_freq_updatedBy,249,2000.0,1
1,30103145,Data Science,5,medium_freq_createdBy,medium_freq_updatedBy,266,0.0,1
1,30100625,Design,25,medium_freq_createdBy,high_freq_updatedBy,242,2750.0,1
0,30103143,Development,2,high_freq_createdBy,high_freq_updatedBy,266,200.0,1
1,30090463,Development,7,medium_freq_createdBy,high_freq_updatedBy,130,1200.0,1
1,30090464,Development,7,medium_freq_createdBy,high_freq_updatedBy,130,1200.0,1
1,30102653,Development,7,high_freq_createdBy,high_freq_updatedBy,259,1200.0,1
1,30102275,Development,8,medium_freq_createdBy,high_freq_updatedBy,256,0.0,1
0,30103189,Development,0,medium_freq_createdBy,medium_freq_updatedBy,266,2000.0,1
1,30102667,Development,7,high_freq_createdBy,high_freq_updatedBy,259,1500.0,1
1,30098241,Design,19,medium_freq_createdBy,high_freq_updatedBy,212,2000.0,1
1,30102567,Design,1,medium_freq_createdBy,high_freq_updatedBy,259,0.0,1
1,30102678,Design,1,medium_freq_createdBy,low_freq_updatedBy,259,0.0,1
1,30102256,Development,9,high_freq_createdBy,high_freq_updatedBy,255,2100.0,1
0,30103087,Development,10,high_freq_createdBy,medium_freq_updatedBy,264,0.0,1
1,30103089,Quality Assurance,0,high_freq_createdBy,medium_freq_updatedBy,264,0.0,1
0,30103075,Development,0,high_freq_createdBy,high_freq_updatedBy,263,400.0,1
1,30102264,Development,8,medium_freq_createdBy,high_freq_updatedBy,255,750.0,1
1,30100548,Data Science,22,medium_freq_createdBy,high_freq_updatedBy,240,4375.0,1
1,30100547,Data Science,22,medium_freq_createdBy,high_freq_updatedBy,240,4375.0,1
1,30102649,Development,4,high_freq_createdBy,high_freq_updatedBy,259,600.0,1
1,30102388,Development,6,high_freq_createdBy,high_freq_updatedBy,257,900.0,1
1,30102280,Development,7,medium_freq_createdBy,medium_freq_updatedBy,256,900.0,1
1,30102069,Development,8,medium_freq_createdBy,medium_freq_updatedBy,254,1800.0,1
1,30102111,Development,8,high_freq_createdBy,high_freq_updatedBy,254,900.0,1
1,30102717,Development,3,medium_freq_createdBy,high_freq_updatedBy,260,600.0,1
1,30102114,Development,8,high_freq_createdBy,high_freq_updatedBy,254,1200.0,1
1,30101973,Development,9,medium_freq_createdBy,high_freq_updatedBy,254,2700.0,1
1,30102416,Development,5,medium_freq_createdBy,high_freq_updatedBy,257,900.0,1
1,30100120,Design,27,medium_freq_createdBy,high_freq_updatedBy,234,2750.0,1
1,30101338,Development,9,medium_freq_createdBy,high_freq_updatedBy,247,3702.55,1
1,30100545,Data Science,20,medium_freq_createdBy,medium_freq_updatedBy,240,4375.0,1
1,30100546,Data Science,20,medium_freq_createdBy,high_freq_updatedBy,240,4375.0,1
1,30099141,Design,36,medium_freq_createdBy,high_freq_updatedBy,225,1550.0,1
1,30101948,Development,8,high_freq_createdBy,high_freq_updatedBy,253,1200.0,1
1,30101628,Development,9,medium_freq_createdBy,high_freq_updatedBy,250,1800.0,1
1,30101839,Development,8,high_freq_createdBy,high_freq_updatedBy,252,1800.0,1
1,30101700,Data Science,9,medium_freq_createdBy,medium_freq_updatedBy,252,0.0,1
1,30100119,Design,26,medium_freq_createdBy,medium_freq_updatedBy,234,2750.0,1
1,30102680,Design,0,medium_freq_createdBy,medium_freq_updatedBy,259,0.0,1
1,30101366,Development,10,low_freq_createdBy,high_freq_updatedBy,248,1200.0,1
1,30102683,Design,0,medium_freq_createdBy,medium_freq_updatedBy,259,0.0,1
1,30102676,Design,0,medium_freq_createdBy,medium_freq_updatedBy,259,0.0,1
0,30101362,Development,11,high_freq_createdBy,high_freq_updatedBy,248,300.0,1
0,30102518,Design,0,medium_freq_createdBy,medium_freq_updatedBy,259,0.0,1
1,30102495,Design,0,medium_freq_createdBy,medium_freq_updatedBy,259,0.0,1
1,30099185,Data Science,21,medium_freq_createdBy,medium_freq_updatedBy,225,3000.0,1
1,30102491,Design,0,medium_freq_createdBy,medium_freq_updatedBy,259,0.0,1
1,30102442,Design,0,medium_freq_createdBy,medium_freq_updatedBy,259,0.0,1
1,30102443,Design,0,medium_freq_createdBy,medium_freq_updatedBy,259,0.0,1
1,30098413,Development,7,high_freq_createdBy,high_freq_updatedBy,215,2200.0,1
1,30102441,Design,0,medium_freq_createdBy,medium_freq_updatedBy,258,0.0,1
1,30101445,Development,9,low_freq_createdBy,high_freq_updatedBy,248,700.0,1
1,30102438,Design,0,medium_freq_createdBy,medium_freq_updatedBy,258,0.0,1
1,30102382,Design,1,medium_freq_createdBy,high_freq_updatedBy,256,0.0,1
1,30101652,Development,6,high_freq_createdBy,high_freq_updatedBy,251,1050.0,1
1,30101546,Development,8,medium_freq_createdBy,high_freq_updatedBy,249,600.0,1
1,30101631,Development,6,medium_freq_createdBy,high_freq_updatedBy,251,900.0,1
1,30101885,Development,4,medium_freq_createdBy,high_freq_updatedBy,252,900.0,1
1,30101313,Development,10,high_freq_createdBy,high_freq_updatedBy,247,1800.0,1
1,30101607,Development,7,medium_freq_createdBy,high_freq_updatedBy,249,1500.0,1
1,30101689,Data Science,5,medium_freq_createdBy,high_freq_updatedBy,251,1000.0,1
1,30100600,Development,9,low_freq_createdBy,high_freq_updatedBy,241,600.0,1
1,30099710,Design,23,medium_freq_createdBy,medium_freq_updatedBy,232,2000.0,1
1,30101279,Development,9,medium_freq_createdBy,high_freq_updatedBy,246,2400.0,1
1,30099130,Data Science,24,medium_freq_createdBy,medium_freq_updatedBy,224,2000.0,1
1,30101884,Development,3,high_freq_createdBy,high_freq_updatedBy,252,600.0,1
1,30098665,Design,11,medium_freq_createdBy,medium_freq_updatedBy,218,5750.0,1
1,30092656,Design,16,medium_freq_createdBy,medium_freq_updatedBy,156,2750.0,1
0,30101629,Development,9,medium_freq_createdBy,high_freq_updatedBy,250,150.0,1
0,30102127,Development,10,medium_freq_createdBy,high_freq_updatedBy,255,60.0,1
0,30101981,Development,1,high_freq_createdBy,high_freq_updatedBy,254,100.0,1
1,30101290,Development,7,medium_freq_createdBy,high_freq_updatedBy,247,1800.0,1
0,30101523,Development,6,medium_freq_createdBy,high_freq_updatedBy,249,200.0,1
1,30101361,Development,6,medium_freq_createdBy,high_freq_updatedBy,248,1050.0,1
1,30101337,Development,6,medium_freq_createdBy,high_freq_updatedBy,247,2000.0,1
0,30101621,Development,4,medium_freq_createdBy,high_freq_updatedBy,249,500.0,1
1,30100636,Design,12,high_freq_createdBy,high_freq_updatedBy,242,4100.0,1
1,30099527,Design,22,medium_freq_createdBy,high_freq_updatedBy,229,2000.0,1
0,30101630,Development,3,medium_freq_createdBy,high_freq_updatedBy,250,50.0,1
1,30101501,Development,5,medium_freq_createdBy,high_freq_updatedBy,248,1200.0,1
1,30098981,Data Science,26,medium_freq_createdBy,medium_freq_updatedBy,222,2000.0,1
0,30101976,Development,9,high_freq_createdBy,medium_freq_updatedBy,254,150.0,1
1,30099183,Data Science,23,medium_freq_createdBy,medium_freq_updatedBy,225,3000.0,1
1,30101182,Development,8,high_freq_createdBy,high_freq_updatedBy,245,2250.0,1
1,30101142,Development,9,medium_freq_createdBy,high_freq_updatedBy,244,1095.0,1
0,30101124,Development,10,medium_freq_createdBy,high_freq_updatedBy,243,100.0,1
0,30101526,Development,4,medium_freq_createdBy,medium_freq_updatedBy,249,50.0,1
0,30101524,Development,3,medium_freq_createdBy,medium_freq_updatedBy,249,120.0,1
1,30100606,Development,11,high_freq_createdBy,high_freq_updatedBy,241,690.0,1
0,30101847,Development,9,high_freq_createdBy,medium_freq_updatedBy,252,100.0,1
0,30095935,Development,10,low_freq_createdBy,medium_freq_updatedBy,199,800.0,1
0,30101528,Development,3,medium_freq_createdBy,high_freq_updatedBy,249,150.0,1
0,30101623,Development,10,medium_freq_createdBy,medium_freq_updatedBy,250,80.0,1
0,30101750,Development,10,medium_freq_createdBy,low_freq_updatedBy,252,100.0,1
1,30100272,Development,9,high_freq_createdBy,medium_freq_updatedBy,237,1050.0,1
1,30101141,Development,7,medium_freq_createdBy,high_freq_updatedBy,244,1800.0,1
1,30101090,Development,8,high_freq_createdBy,high_freq_updatedBy,242,1200.0,1
1,30101287,Development,4,medium_freq_createdBy,high_freq_updatedBy,246,1200.0,1
1,30101059,Development,7,medium_freq_createdBy,high_freq_updatedBy,242,1800.0,1
0,30101433,Development,0,high_freq_createdBy,high_freq_updatedBy,248,200.0,1
0,30101310,Development,2,high_freq_createdBy,medium_freq_updatedBy,247,400.0,1
1,30100336,Development,7,high_freq_createdBy,medium_freq_updatedBy,238,900.0,1
1,30099750,Development,10,medium_freq_createdBy,high_freq_updatedBy,232,3079.2999999999997,1
1,30099291,Development,21,medium_freq_createdBy,high_freq_updatedBy,226,1500.0,1
1,30096585,Development,43,low_freq_createdBy,high_freq_updatedBy,204,105.0,1
1,30099775,Development,5,medium_freq_createdBy,low_freq_updatedBy,233,600.0,1
0,30101211,Development,1,medium_freq_createdBy,high_freq_updatedBy,246,400.0,1
1,30099522,Design,18,medium_freq_createdBy,high_freq_updatedBy,228,1675.0,1
1,30100626,Development,5,medium_freq_createdBy,high_freq_updatedBy,242,750.0,1
1,30100623,Development,5,medium_freq_createdBy,high_freq_updatedBy,241,1050.0,1
1,30100441,Development,7,high_freq_createdBy,high_freq_updatedBy,239,1200.0,1
1,30098863,Design,25,medium_freq_createdBy,high_freq_updatedBy,220,2000.0,1
0,30099337,Development,18,medium_freq_createdBy,high_freq_updatedBy,227,250.0,1
1,30100420,Development,7,high_freq_createdBy,high_freq_updatedBy,239,1050.0,1
1,30100619,Development,4,medium_freq_createdBy,low_freq_updatedBy,241,1390.0,1
1,30100192,Development,9,medium_freq_createdBy,medium_freq_updatedBy,235,2100.0,1
1,30100207,Development,9,medium_freq_createdBy,high_freq_updatedBy,236,2400.0,1
1,30100337,Development,7,high_freq_createdBy,high_freq_updatedBy,238,1200.0,1
0,30100621,Development,10,high_freq_createdBy,high_freq_updatedBy,241,160.0,1
1,30100338,Development,6,high_freq_createdBy,high_freq_updatedBy,238,900.0,1
1,30100196,Data Science,9,medium_freq_createdBy,low_freq_updatedBy,236,1800.0,1
0,30100620,Development,9,high_freq_createdBy,high_freq_updatedBy,241,300.0,1
1,30100463,Development,5,medium_freq_createdBy,high_freq_updatedBy,239,1200.0,1
1,30100237,Development,7,high_freq_createdBy,high_freq_updatedBy,237,2250.0,1
1,30100211,Development,7,medium_freq_createdBy,high_freq_updatedBy,236,1200.0,1
1,30099752,Development,11,medium_freq_createdBy,high_freq_updatedBy,232,1800.0,1
1,30100268,Development,6,medium_freq_createdBy,high_freq_updatedBy,237,1.0,1
1,30099631,Development,11,low_freq_createdBy,high_freq_updatedBy,231,1800.0,1
1,30100403,Development,3,medium_freq_createdBy,high_freq_updatedBy,239,650.0,1
1,30099704,Development,11,medium_freq_createdBy,high_freq_updatedBy,231,2700.0,1
1,30099953,Development,9,high_freq_createdBy,high_freq_updatedBy,233,1500.0,1
1,30091862,Design,32,medium_freq_createdBy,medium_freq_updatedBy,148,1550.0,1
1,30099817,Data Science,8,medium_freq_createdBy,low_freq_updatedBy,233,2625.0,1
1,30100283,Development,4,medium_freq_createdBy,high_freq_updatedBy,237,900.0,1
0,30100354,Development,2,medium_freq_createdBy,high_freq_updatedBy,238,750.0,1
1,30097705,Data Science,13,medium_freq_createdBy,medium_freq_updatedBy,206,6000.0,1
1,30094179,Data Science,22,medium_freq_createdBy,medium_freq_updatedBy,175,3000.0,1
0,30100514,Development,1,high_freq_createdBy,high_freq_updatedBy,240,200.0,1
1,30100163,Development,6,high_freq_createdBy,high_freq_updatedBy,235,900.0,1
1,30099749,Development,6,medium_freq_createdBy,high_freq_updatedBy,232,1436.5,1
1,30100274,Development,3,medium_freq_createdBy,high_freq_updatedBy,237,900.0,1
1,30099617,Development,8,low_freq_createdBy,high_freq_updatedBy,231,600.0,1
1,30100124,Design,3,medium_freq_createdBy,high_freq_updatedBy,235,400.0,1
0,30100349,Development,3,medium_freq_createdBy,high_freq_updatedBy,238,600.0,1
1,30099714,Development,7,medium_freq_createdBy,high_freq_updatedBy,232,1050.0,1
1,30098323,Data Science,26,medium_freq_createdBy,high_freq_updatedBy,213,3200.0,1
1,30096650,Development,10,medium_freq_createdBy,medium_freq_updatedBy,205,2400.0,1
1,30099965,Development,5,high_freq_createdBy,high_freq_updatedBy,234,1900.0,1
1,30100135,Development,3,medium_freq_createdBy,medium_freq_updatedBy,235,900.0,1
1,30098948,Design,17,medium_freq_createdBy,high_freq_updatedBy,221,2000.0,1
1,30099451,Development,9,medium_freq_createdBy,medium_freq_updatedBy,228,1500.0,1
1,30099868,Development,5,medium_freq_createdBy,high_freq_updatedBy,233,1500.0,1
1,30099186,Design,13,medium_freq_createdBy,high_freq_updatedBy,225,2000.0,1
1,30099861,Development,5,medium_freq_createdBy,high_freq_updatedBy,233,900.0,1
1,30099563,Development,8,high_freq_createdBy,high_freq_updatedBy,229,1500.0,1
1,30099581,Development,7,medium_freq_createdBy,high_freq_updatedBy,230,1350.0,1
1,30099579,Development,6,high_freq_createdBy,high_freq_updatedBy,230,900.0,1
1,30099778,Development,3,high_freq_createdBy,high_freq_updatedBy,233,1050.0,1
1,30099748,Development,4,medium_freq_createdBy,high_freq_updatedBy,232,1500.0,1
1,30099523,Development,7,low_freq_createdBy,high_freq_updatedBy,228,450.0,1
0,30099162,Development,10,high_freq_createdBy,medium_freq_updatedBy,225,400.0,1
1,30099215,Development,7,high_freq_createdBy,high_freq_updatedBy,226,1500.0,1
0,30099711,Development,10,high_freq_createdBy,medium_freq_updatedBy,232,500.0,1
1,30099281,Development,8,medium_freq_createdBy,high_freq_updatedBy,226,2400.0,1
0,30100059,Development,10,high_freq_createdBy,high_freq_updatedBy,234,100.0,1
0,30099511,Development,6,medium_freq_createdBy,high_freq_updatedBy,228,60.0,1
1,30097294,Design,28,medium_freq_createdBy,high_freq_updatedBy,206,2000.0,1
0,30099767,Development,4,high_freq_createdBy,high_freq_updatedBy,233,200.0,1
1,30095544,Data Science,40,medium_freq_createdBy,high_freq_updatedBy,191,7500.0,1
1,30099213,Development,7,medium_freq_createdBy,high_freq_updatedBy,226,1500.0,1
1,30097907,Design,23,medium_freq_createdBy,medium_freq_updatedBy,209,1550.0,1
1,30096704,Development,1,medium_freq_createdBy,low_freq_updatedBy,205,900.0,1
1,30099138,Development,7,medium_freq_createdBy,high_freq_updatedBy,225,900.0,1
1,30098626,Development,7,medium_freq_createdBy,high_freq_updatedBy,218,3809.2,1
0,30099190,Development,5,medium_freq_createdBy,high_freq_updatedBy,225,400.0,1
1,30097811,Data Science,23,medium_freq_createdBy,high_freq_updatedBy,207,7500.0,1
1,30099112,Development,7,medium_freq_createdBy,high_freq_updatedBy,224,900.0,1
1,30098397,Design,16,medium_freq_createdBy,medium_freq_updatedBy,215,2750.0,1
1,30099140,Development,6,high_freq_createdBy,high_freq_updatedBy,225,2250.0,1
1,30099126,Development,6,medium_freq_createdBy,high_freq_updatedBy,224,1000.0,1
1,30099125,Development,6,medium_freq_createdBy,high_freq_updatedBy,224,1000.0,1
1,30098540,Development,12,medium_freq_createdBy,high_freq_updatedBy,218,900.0,1
1,30098819,Development,8,medium_freq_createdBy,medium_freq_updatedBy,220,2200.0,1
1,30099206,Development,4,medium_freq_createdBy,high_freq_updatedBy,226,1800.0,1
1,30099108,Development,5,medium_freq_createdBy,high_freq_updatedBy,224,750.0,1
1,30098800,Development,10,medium_freq_createdBy,high_freq_updatedBy,220,2250.0,1
1,30099000,Development,7,high_freq_createdBy,high_freq_updatedBy,222,1500.0,1
1,30099218,Development,3,high_freq_createdBy,high_freq_updatedBy,226,1050.0,1
1,30096708,Design,22,medium_freq_createdBy,high_freq_updatedBy,205,2000.0,1
0,30099297,Development,1,medium_freq_createdBy,high_freq_updatedBy,227,700.0,1
1,30098557,Development,10,medium_freq_createdBy,high_freq_updatedBy,218,1800.0,1
0,30099294,Development,1,medium_freq_createdBy,high_freq_updatedBy,226,700.0,1
1,30098762,Development,8,medium_freq_createdBy,high_freq_updatedBy,219,1800.0,1
0,30099123,Development,3,high_freq_createdBy,high_freq_updatedBy,224,250.0,1
0,30099211,Development,0,high_freq_createdBy,high_freq_updatedBy,226,600.0,1
1,30096704,Development,1,medium_freq_createdBy,low_freq_updatedBy,205,900.0,1
1,30096702,Development,2,high_freq_createdBy,medium_freq_updatedBy,205,1400.0,1
1,30096701,Development,2,high_freq_createdBy,high_freq_updatedBy,205,450.0,1
1,30096681,Design,18,medium_freq_createdBy,high_freq_updatedBy,205,2750.0,1
1,30096650,Development,10,medium_freq_createdBy,medium_freq_updatedBy,205,2400.0,1
1,30096618,Development,4,high_freq_createdBy,high_freq_updatedBy,204,1350.0,1
1,30096611,Data Science,25,medium_freq_createdBy,high_freq_updatedBy,204,8000.0,1
1,30096593,Development,6,medium_freq_createdBy,high_freq_updatedBy,204,3532.5499999999997,1
1,30096592,Development,4,medium_freq_createdBy,high_freq_updatedBy,204,2400.0,1
0,30096591,Development,1,high_freq_createdBy,high_freq_updatedBy,204,50.0,1
1,30096589,Development,8,high_freq_createdBy,high_freq_updatedBy,204,1500.0,1
1,30096588,Development,5,high_freq_createdBy,high_freq_updatedBy,204,600.0,1
1,30096586,Development,7,high_freq_createdBy,medium_freq_updatedBy,204,900.0,1
1,30096585,Development,43,low_freq_createdBy,high_freq_updatedBy,204,105.0,1
1,30096548,Development,7,high_freq_createdBy,medium_freq_updatedBy,204,2250.0,1
1,30096518,Development,8,medium_freq_createdBy,high_freq_updatedBy,204,1500.0,1
0,30096515,Development,2,low_freq_createdBy,high_freq_updatedBy,204,250.0,1
0,30096512,Development,10,low_freq_createdBy,high_freq_updatedBy,204,36.0,1
0,30096509,Development,21,low_freq_createdBy,high_freq_updatedBy,204,27.0,1
0,30096507,Development,10,low_freq_createdBy,high_freq_updatedBy,204,45.0,1
1,30096504,Development,5,medium_freq_createdBy,high_freq_updatedBy,203,1050.0,1
1,30096503,Development,2,medium_freq_createdBy,high_freq_updatedBy,203,900.0,1
1,30096500,Development,2,medium_freq_createdBy,high_freq_updatedBy,203,1800.0,1
1,30096496,Development,7,medium_freq_createdBy,high_freq_updatedBy,203,1200.0,1
1,30096472,Development,6,medium_freq_createdBy,high_freq_updatedBy,203,1200.0,1
0,30096468,Development,0,high_freq_createdBy,high_freq_updatedBy,203,150.0,1
1,30096467,Development,2,high_freq_createdBy,high_freq_updatedBy,203,1200.0,1
1,30096466,Development,9,medium_freq_createdBy,medium_freq_updatedBy,203,2100.0,1
